timestamp;mmsi;lon;lat;sog;cog;navStat;posAcc;raim;heading;timestampSeconds
2018-03-17T08:00:59.238Z;276585000;21.472576666666665;61.12602666666667;0.0;343.9;0;0;0;245;56
2018-03-17T08:00:55.918Z;265537680;23.27711;65.79799166666666;0.0;32.3;0;0;0;307;53
2018-03-17T08:00:52.648Z;266435000;22.789188333333335;64.44287666666666;7.9;213.2;0;0;0;210;50
2018-03-17T08:00:59.231Z;245046000;19.568136666666664;62.706538333333334;11.0;191.7;0;0;0;193;56
2018-03-17T08:00:55.972Z;230283000;21.478686666666665;61.596625;0.0;348.8;0;0;0;18;55
2018-03-17T08:00:45.226Z;230981050;25.068775000000002;65.03732666666666;0.0;319.7;0;0;0;303;42
2018-03-17T08:00:33.559Z;253377000;24.15102166666667;65.75542333333334;0.0;341.9;5;0;0;345;30
2018-03-17T08:01:00.138Z;230065310;23.69318666666667;64.221105;0.0;271.5;0;0;0;318;58
2018-03-17T08:00:59.380Z;230052840;28.385586666666665;61.605063333333334;3.0;184.8;3;0;0;185;59
2018-03-17T08:00:45.217Z;230070870;24.514513333333333;65.66495;0.0;3.6;0;0;0;256;43
2018-03-17T08:01:00.131Z;230115340;21.464223333333333;61.59415166666667;0.0;187.6;15;0;0;260;57
2018-03-17T08:01:00.128Z;265067000;21.622821666666667;65.15630166666666;0.0;165.8;2;0;0;252;56
2018-03-17T08:00:51.808Z;230202000;22.74387;64.40938666666666;8.0;31.1;0;0;0;29;26
2018-03-17T08:00:52.622Z;244850612;22.783006666666665;64.43840333333334;7.6;210.9;0;0;0;209;51
2018-03-17T08:00:42.005Z;236029000;21.291833333333333;63.129583333333336;6.9;253.4;5;0;0;259;38
2018-03-17T08:00:51.805Z;305733000;20.422741666666663;63.31679999999999;9.7;216.4;0;0;0;220;49
2018-03-17T08:00:55.931Z;305961000;19.628899999999998;62.79998333333333;5.5;41.4;0;0;0;33;50
2018-03-17T08:00:52.600Z;538090507;21.582749999999997;63.763785;3.6;222.4;0;0;0;221;50
2018-03-17T08:01:10.383Z;244830818;23.03827;63.859915;0.0;360.0;5;0;0;291;9
2018-03-17T08:01:52.051Z;230662000;20.121173333333335;63.11580666666667;11.1;207.7;0;0;0;209;49
2018-03-17T08:01:58.904Z;246798000;24.614568333333334;65.68925;0.0;284.0;0;0;0;284;53
2018-03-17T08:01:57.840Z;236611000;22.764928333333334;64.42531833333334;8.8;210.3;0;0;0;209;55
2018-03-17T08:02:01.670Z;230025040;21.448855;61.13223;0.0;203.0;0;0;0;308;1
2018-03-17T08:02:01.618Z;230252000;22.498176666666666;64.212195;8.2;30.9;0;0;0;31;0
2018-03-17T08:01:55.274Z;230003110;24.40647166666667;64.66634833333333;0.0;321.7;0;0;0;511;51
2018-03-17T08:02:01.660Z;212409000;21.216938333333335;63.11861666666667;10.9;73.2;0;0;0;73;59
2018-03-17T08:01:54.425Z;230981750;21.571706666666667;63.080905;0.0;340.1;0;0;0;23;52
2018-03-17T08:02:01.545Z;230980260;24.415771666666668;64.65943333333333;0.0;206.6;15;0;0;19;58
2018-03-17T08:01:10.321Z;230941690;21.44908666666667;61.13230333333333;0.0;330.5;5;0;0;511;7
2018-03-17T08:01:55.324Z;373437000;20.1947;63.16781666666667;13.4;22.0;0;0;0;20;51
2018-03-17T08:01:15.795Z;305476000;19.62696;62.79478666666667;7.0;316.8;0;0;0;328;14
2018-03-17T08:01:58.876Z;230245000;21.56407;63.75546666666666;7.2;225.9;3;0;0;226;56
2018-03-17T08:02:02.235Z;265088000;21.66728833333333;64.66120333333333;0.3;79.6;0;0;0;93;59
2018-03-17T08:01:41.774Z;244850900;19.528248333333334;62.62610666666667;12.8;184.1;0;0;0;184;40
2018-03-17T08:01:55.347Z;230071310;27.696915;62.89178833333334;0.0;344.3;0;0;0;511;54
2018-03-17T08:02:02.206Z;230987160;24.40666666666667;64.66666666666667;0.0;2.0;15;0;0;94;57
